author,qtd_livros,media_nota,desvio_nota,ano_medio,cluster
william anderson,6,4.69,4.15,1995,1
william finnegan,3,1.67,2.89,1992,3
wynema mcgowan,6,1.88,2.72,1997,3
wynne whiteford,3,2.67,4.62,1987,1
noah adams,7,2.05,2.63,1996,3
a.e. van vogt,9,4.06,3.17,1987,1
alan simpson,6,1,2.45,1994,3
albert murray,4,0,0,1992,3
alfred gingold,5,2,2.35,1990,3
alice duncan,12,2.45,2.32,2000,3
alistair macneill,4,0,0,1992,3
andrew parkin,3,5,5,1991,1
anna grossnickle hines,7,2.95,4.28,1992,1
anne kent rush,4,2.5,5,1991,1
barbara clark,5,3.2,4.38,2002,1
bertus aafjes,3,0,0,1976,3
billy sprague,3,1.52,2.62,2001,3
bob judd,4,1.75,3.5,1992,1
brian morgan,11,0.39,0.88,1994,3
c.b. colby,3,3.32,1.47,1963,3
c.j. cherryh,60,3.04,2.74,1991,0
c.j. naden,3,0,0,1979,3
carrie young,4,2.99,2.33,1995,1
colin harrison,12,2.32,2.53,1998,3
colleen l. reece,13,0.92,2.56,1996,3
connie fedderson,3,0.58,1.01,1994,3
connie shelton,7,2.29,3.9,2002,1
curtiss ann matlock,20,2.46,3.46,1994,1
daniel stashower,6,3.09,3.08,1998,1
david s. lifton,3,1.11,1.92,1987,3
diana diamond,7,3.11,3.37,2002,1
douglas terman,8,1.44,2.74,1983,3
elaine bergstrom,13,2.98,3.5,1995,1
elaine showalter,9,2.44,3.81,1990,1
elizabeth adler,26,2.78,2.59,1996,0
elizabeth graver,6,2.1,2.26,2000,3
franklyn mansfield branley,6,1.67,2.75,1984,3
franny billingsley,4,2.92,2.65,2001,1
frederick e. hoxie,3,4,3.61,1994,1
gary c. king,8,2.53,2.99,1997,1
harlan ellison,57,6.74,3.26,1987,0
harry patterson,3,0.42,0.72,1981,3
hugh prather,19,3.16,3.04,1990,1
ian watson,5,1.8,1.68,1996,3
j. e. bright,5,0,0,2001,3
j. n. williamson,11,1.06,1.7,1996,3
jacobo timerman,4,0,0,1992,3
james barber,5,8.6,0.55,1997,1
james kilgo,3,0,0,1995,3
james l. adams,3,1,1.73,1991,3
james martin,7,2.29,3.95,1992,1
jayne ann krentz,136,2.21,2.33,1997,2
jeremy black,4,2,4,2000,1
jim bakker,3,0,0,1984,3
jim heimann,3,6.48,1.84,2001,1
joel rose,6,0.7,1.22,1994,3
john connolly,11,3.06,1.91,2002,1
john g. fuller,5,2.8,2.59,1983,3
john o'brien,6,2.12,2.89,1994,3
john paul,6,4.98,4.66,1995,1
jonathan coleman,3,0,0,1989,3
josepha sherman,17,2.38,2.82,1994,1
joyce dunbar,4,1.25,2.5,1997,3
joyce hansen,5,1.08,1.48,1990,3
kathy acker,13,2.32,3.18,1990,1
kathy caple,4,1.88,2.39,1996,3
keith laidler,3,5.67,4.93,2000,1
kenneth blanchard,6,3.77,1.95,1991,1
laura zigman,7,2.36,0.92,2001,3
lawrence naumoff,3,0,0,1996,3
lilly golden,3,2.5,2.29,1994,3
lin sutherland,17,0.62,1.14,1995,3
linda fallon,3,1.01,0.89,2003,3
lulu wang,4,3.85,2.72,1999,1
marilyn durham,3,5.17,5.01,1975,1
mark burnell,4,3.78,3.09,2000,1
mark l. prophet,4,5.08,4.19,1992,1
charles givens,4,1.35,1.56,1990,3
charlotte lamb,45,0.45,1.53,1986,0
cindy garner,3,0,0,1994,3
claire rayner,9,3.56,3.28,1985,1
cynthia wright,9,0.81,1.6,1986,3
danuta reah,4,3.38,4.71,2001,1
david brooks,3,1.82,1.79,2001,3
david hewson,6,1.75,2.75,2002,3
deborah camp,11,3.09,3.08,1993,1
denise lardner carmody,3,4,3.61,1993,1
donald a. davis,5,3.75,2.12,1995,1
edith holden,4,2.58,1.77,1990,3
elaine ford,4,1.85,2.67,1989,3
fred rosen,9,2.35,3.56,1999,1
gary provost,4,2,2.45,1992,3
gavin de becker,6,3.75,2.71,1998,1
geoffrey ashe,5,3.77,4.18,1990,1
georgia witkin,3,5.67,5.13,1999,1
gianni riotta,3,3.67,3.21,1999,1
grace fox anderson,3,0,0,1985,3
hank searls,9,1.57,1.63,1984,3
helen mcneil,3,1.33,2.31,1990,3
helen zahavi,3,3.89,5.36,1997,1
ian stewart,11,3.3,3.8,1997,1
irving stone,23,2.47,2.9,1984,3
j. david kuo,3,1.17,2.02,2001,3
j. j armas marcelo,5,2.4,2.88,1989,3
j.l. carr,3,5,4.36,1988,1
james strong,5,5.5,4,1985,1
jan cox speas,3,0,0,1980,3
jennifer lauck,6,2.6,2.04,2001,3
jessica durlacher,4,2.75,3.77,2000,1
john katzenbach,17,2.55,2.48,1996,3
john lecarre,12,2.15,2.66,1995,3
john r. hinnells,3,3.33,5.77,1995,1
juan valera,4,2.13,2.84,1998,1
julie kistler,21,1.2,1.74,1997,3
kate fillion,3,2.11,3.66,1997,1
katharine hepburn,8,2.12,1.79,1993,3
kathleen huggins,5,2.43,2.99,1994,1
ken hodgson,4,4.25,4.92,2001,1
kobo abe,10,2.72,3.22,1992,1
lisa childs,3,1.71,0.49,2003,3
lois stewart,6,2.38,3.27,1993,1
marcus pfister,14,2.58,3.63,1997,1
margaret anderson,3,5.67,4.93,1993,1
marilyn sadler,11,2.48,3.45,1990,1
mary lyons,20,0.39,1.01,1992,3
michael cunningham,16,2.97,2.31,1999,1
modean moon,6,0,0,1995,3
nelson algren,6,6.75,3.71,1993,1
nora roberts,317,2.92,2.53,1997,2
pamela toth,22,0.65,1.35,1996,3
paul cornell,6,3,3.35,1996,1
paul leonard,3,3.83,4.01,1998,1
peter tremayne,21,4.2,4.04,1999,1
pieke biermann,5,3.4,3.03,1995,1
piers anthony,221,2.86,2.29,1990,2
rebecca gable,5,5.28,1.6,1999,1
reeve lindbergh,6,2.5,4.18,1999,1
rius,4,4,4.62,1989,1
robert jay lifton,3,2.5,2.5,1997,3
ruth bell graham,10,2.25,4.16,1995,1
sam mcbratney,14,4.72,3.75,1997,1
sandra k. rhoades,4,0,0,1987,3
sandy troy,4,5.63,4.19,1994,1
sheila kohler,5,4.8,4.4,1993,1
simon blackburn,3,4.67,4.04,2000,1
simon brett,47,2.98,3.01,1994,0
stan barstow,6,4.83,5.31,1984,1
stephen spignesi,5,3.75,4.17,1994,1
steve farrar,3,5,4.36,2000,1
steven millhauser,14,2.89,3.29,1996,1
susan saunders,47,1.01,1.78,1990,0
thomas powers,3,4.67,5.03,1999,1
tony mitton,3,0,0,2001,3
wendy cope,3,9.33,0.58,1993,1
woody allen,27,4.1,3.54,1992,1
world almanac,4,0,0,1997,3
adam barrow,3,1.58,1.38,1997,3
alison lurie,30,3.01,3.03,1993,0
andrew davenport,6,0.95,2,1999,3
anne ursu,3,3.45,1.68,2003,1
annette broadrick,50,1.03,1.95,1995,0
bernard bailyn,4,5.88,4.97,1990,1
bernhard kegel,4,2.54,2.94,2000,1
bill gates,8,1.16,1.19,1997,3
bonnie bryant hiller,7,4.05,3.23,1990,1
brian kilcommons,6,5.18,3.66,1998,1
carole kruppa,3,1.67,2.89,1989,3
catherine leigh,4,0.75,1.5,1995,3
cathleen galitz,7,1.6,1.55,2002,3
charlotte zolotow,11,3.61,4.08,1984,1
christopher wallace,3,2.17,3.75,2000,1
claire sterling,4,2.5,3.32,1986,1
clarissa pinkola estes,6,1.33,2.09,1997,3
colin dexter,35,2.3,1.9,1994,0
colleen o'shaughnessy mckenna,13,1.65,2.78,1993,3
dayton ward,4,0.38,0.75,2004,3
dennis smith,10,3.92,2.71,1997,1
donna huxley,3,0.33,0.58,1985,3
ed sanders,4,7.46,3.47,1983,1
edna obrien,3,1.67,2.89,1994,3
eleanor cooney,7,1.48,2.52,1997,3
elizabeth alston,3,8.33,1.53,1989,1
eugene jackson,5,3.4,3.44,1973,1
fatema mernissi,3,5.44,3.1,2002,1
felix de azua,4,3,3.83,1997,1
frank de felitta,9,1.76,2.9,1984,3
george steiner,4,1,2,1995,3
gerald brittle,3,1.83,1.61,1988,3
hank herman,5,0,0,1996,3
helen brooks,12,1.74,2.05,2002,3
hugh holton,12,4.51,4.09,1999,1
irma kurtz,3,2.33,4.04,1995,1
jack miles,4,2.05,1.48,1999,3
jackson j. spielvogel,4,2,4,1999,1
jacques yves cousteau,3,2.33,4.04,1984,1
jeffrey p. davidson,4,2.17,2.52,1997,3
jenny lykins,5,0.95,0.99,1998,3
jerry stahl,3,4.87,1.86,2000,1
jim haskins,3,5.33,5.03,1996,1
john mason,4,0,0,1996,3
john ruskin,3,0,0,2000,3
john shelby spong,12,4.61,2.92,1997,1
julie schumacher,5,2.25,3.51,1997,1
kathryn lasky knight,4,0,0,1992,3
lana witt,5,3.83,2.86,1998,1
lars gustafsson,6,3.83,4.02,1993,1
lobsang rampa,3,3.67,3.21,1993,1
lucy elliot,3,0,0,1991,3
margery sharp,6,0.71,1.15,1980,3
marie-luise von franz,3,0.67,1.15,1990,3
marilyn meredith,3,1.5,2.6,1996,3
marilyn monroe,4,3.63,2.63,1991,1
mark helprin,19,2.55,3.13,1990,1
martha bolton,6,3.36,2.39,1997,1
martha williamson,6,5.4,3.53,1997,1
martin walker,3,2.67,4.62,2000,1
medard laz,3,2.87,3.67,1998,1
michael mcgarrity,13,4.12,3.44,2001,1
morley callaghan,9,3.24,3.64,1983,1
neil postman,14,3.62,2.85,1990,1
octavia e. butler,23,4.25,3.05,1995,1
pat ross,12,3.49,3.65,1995,1
patti labelle,3,3.83,1.04,2000,3
paul rudnick,6,3.21,3.1,1995,1
quim monzã³,12,6.84,2.3,1991,1
rachel anderson,5,2.6,3.71,1998,1
richard t. pienciak,5,1.29,1.21,1993,3
rick cook,5,2.52,2.55,1992,3
robin dunbar,3,0,0,1995,3
robin paige,14,2.33,3.15,2000,1
ronald wartow,3,3.5,3.5,1996,1
rosa ainley,3,5,1,1996,1
ruth k. westheimer,3,3.33,5.77,1992,1
sam chupp,3,5.2,3.7,1995,1
sandra benitez,6,2.93,3.83,2000,1
sara wood,34,1.32,2.08,1995,0
shirley nicholson,3,4.17,4.01,1990,1
stephanie johnson,6,1.67,2.66,1995,3
steve senn,3,0,0,1987,3
sue-ellen welfonder,5,3.43,2.58,2003,1
terrill lankford,3,0.56,0.96,1998,3
theodore harold white,4,0,0,1980,3
thomas j. stanley,9,3.71,2.95,1999,1
thomas tessier,4,1.88,2.39,1987,3
tony gibbs,3,1.72,1.75,1995,3
updike,5,2.43,2.93,1981,3
winkie pratney,3,3.17,5.48,1986,1
a. m. monson,3,1.08,1.88,1993,3
anne graham lotz,6,3.67,3.67,2000,1
anne heche,4,2.9,2.02,2002,1
anne lamott,23,2.5,2.16,1994,3
archibald d. hart,3,0,0,1991,3
ardal o'hanlon,5,2.03,2.33,2000,3
barry clifford,3,2.28,2.25,2001,3
bernard palmer,5,1.8,2.49,1982,3
bernie glassman,3,8.67,2.31,2000,1
bettina selby,3,1.67,2.89,1993,3
bill clinton,5,1.76,1.59,2000,3
bill yenne,3,2,3.46,1994,1
boris pasternak,3,6.03,2.6,2000,1
chaim potok,33,4.02,2.94,1990,0
chris manby,6,4.32,2.59,2002,1
christina schwarz,8,3.56,2.8,2002,1
christy lockhart,4,1.04,1.25,1999,3
colby rodowsky,5,0.2,0.45,1990,3
danette chartier,3,0,0,1993,3
david damrosch,3,2.67,4.62,2001,1
david schiller,3,5.05,4.39,1995,1
deborah ellis,5,3.14,3.14,2002,1
debra mullins,6,2.92,1.88,2002,3
don weekes,4,4.25,3.5,1996,1
edward sklepowich,9,1.44,2.96,1998,3
edwin b. williams,4,1.37,1.65,1983,3
elaine raco chase,3,0,0,1991,3
everett owens,4,4,4.69,1999,1
fanny morweiser,3,0.83,1.44,1990,3
frederick downs,4,2.25,4.5,1986,1
gustav klimt,3,6.83,3.75,1998,1
h.g. wells,12,1.94,2.48,1990,3
hadley irwin,4,0,0,1989,3
irma s. rombauer,6,4.5,4.24,1996,1
j. randy taraborrelli,10,1.92,2.35,1997,3
janice lee smith,3,0,0,1985,3
jayne bauling,6,1,2.45,1985,3
jean brashear,11,2.65,2.98,2002,1
jens sparschuh,3,1.08,1.88,1997,3
joanne harris,28,3.54,2.56,2001,0
joe l. wheeler,8,3.38,4.03,1999,1
john  kaufeld,4,0.81,1.63,2000,3
john wainwright,3,0,0,1989,3
jon kabat-zinn,6,3.9,3.45,1994,1
jon sharpe,29,0.71,1.99,1996,3
jonathan littman,5,3.7,3.46,1996,1
jose hernandez,4,1.5,1.78,1996,3
judith reitman,4,2.75,4.86,1996,1
karen ball,5,5.17,3.93,1999,1
kelly street,3,0,0,1992,3
kim lewis,4,3.75,4.35,1996,1
lauren bacall,8,1.44,1.85,1985,3
lois l. kaufman,3,3.33,5.77,1994,1
louis p. masur,3,5.67,4.93,1997,1
madeline harper,11,0.45,1.51,1993,3
michael peak,3,0.07,0.13,1992,3
millard fuller,5,0.5,1.12,1993,3
nancy collins,3,0.33,0.58,1995,3
neal pollack,3,6.48,1.35,2003,1
nick cook,4,2.5,3.32,1999,1
nick yapp,9,2.72,4.12,1997,1
nina bawden,18,1.82,2.89,1988,3
pamela kaufman,8,3.38,2.05,1996,1
paul huson,3,4,3.46,1987,1
pia mellody,4,1.5,1.78,1993,3
rachel billington,8,1.81,2.51,1990,3
ron hoff,3,1.67,2.89,1989,3
sara paretsky,47,2.43,1.8,1995,0
sarah willis,5,2.12,2.02,2002,3
shannon waverly,12,0.72,0.9,1995,3
sharon swan,5,0.7,1.02,2002,3
stanley coren,11,2.86,2.6,1998,1
stephen rebello,3,9,1,1995,1
teresa bloomingdale,4,1.75,3.5,1982,3
theodore zeldin,7,2,3.61,1990,1
tim page,3,5.67,4.93,1995,1
val mcdermid,31,4.11,2.79,2000,0
vidal,4,0,0,1979,3
werner keller,4,2.5,3.79,1980,1
william barton,11,2.85,3.22,1997,1
william f. nolan,7,2.74,4.06,1997,1
william sleator,32,4.05,3.22,1994,0
a.j. quinnell,3,0,0,1987,3
adam c. engst,3,1.67,2.89,1995,3
alicia alvrez,4,2.67,3.77,2001,1
allen steele,10,2.04,2.26,1998,3
andrew gibson,3,0.5,0.87,1993,3
antonio lobo antunes,13,2.01,2.9,2001,1
arthur schnitzler,10,2.65,3.59,1998,1
barbara j. scot,5,1.75,2.05,1997,3
barbara johnson,18,2.91,3.27,1997,1
bernice e. cullinan,4,0.29,0.58,1991,3
beryl cook,3,6.33,5.51,1984,1
boris leonidovich pasternak,7,0.38,0.66,1985,3
burne hogarth,6,6.17,4.79,1983,1
charles r. swindoll,47,2.33,3.4,1992,0
chris nickson,5,0.1,0.22,1999,3
czeslaw milosz,11,4.27,4.13,1988,1
dashiell hammett,36,3.05,2.98,1988,0
david aaron,6,2.22,3.12,1994,1
david h. maister,5,2.6,3.71,1998,1
dawn atkins,6,2.36,2.02,2003,3
diane pershing,7,0.52,1.05,1999,3
dorothy west,5,1.63,1.66,1996,3
edward humes,8,2.42,2.89,1998,1
elaine pagels,8,2.98,1.56,1996,3
ellen goodman,9,1.76,3.19,1987,3
emily prager,6,2.34,2.34,1992,3
federal aviation administration,6,10,0,2001,1
fedor dostoevsky,3,3.13,3.49,1984,1
fletcher pratt,3,2.67,3.06,1979,3
george s. morrison,3,2.33,4.04,2003,1
gordon inkeles,3,7.53,1.75,1981,1
harriet segal,3,1.5,2.6,1990,3
henry kissinger,4,5.48,2.17,1993,1
ian irvine,4,4.34,1.04,2002,1
irene dische,4,0.75,1.5,1997,3
jacqueline dauxois,3,1.33,2.31,1997,3
james finn garner,9,2.17,1.68,1996,3
james m. cain,10,3.22,3.63,1990,1
jamie miller,3,3.33,4.16,1998,1
jane pettigrew,3,8.5,1.32,1999,1
jean rouaud,5,2.55,3.03,1996,1
jim davis,148,3.26,3,1991,2
joe clifford faust,3,1.78,1.58,1991,3
joe nickell,8,1.47,1.78,1994,3
joel achenbach,4,2.16,2.15,1995,3
"john, sir betjeman",4,1.25,2.5,1987,3
jonathan fast,3,2.33,4.04,1983,1
katherine arthur,14,1.48,2.03,1990,3
kenneth davids,3,2,3.46,1995,1
ketcham,4,4.75,5.5,1981,1
kã?â¤the recheis,3,3.33,5.77,1995,1
larry brooks,4,5.14,3.44,2002,1
laura dower,11,1.02,1.87,2001,3
laurel collins,4,0,0,1998,3
laurence j. lafleur,3,0.83,1.44,1959,3
lee a. jacobus,3,6.67,3.51,1998,1
lesley hazleton,3,0.56,0.96,1992,3
lewis gannett,3,2.06,2.62,1998,3
lisanne norman,7,2.76,2.84,1998,1
lorraine peterson,5,0.27,0.6,1992,3
lydia adamson,41,1.6,1.82,1997,0
mad magazine,4,2.83,3.79,1995,1
marcus wynne,5,4.67,4.52,2002,1
maria greene,13,2.69,3.07,1996,1
marjorie lewty,8,0.25,0.71,1985,3
mark mccrum,3,0.5,0.87,1999,3
meryl sawyer,14,0.96,1.09,1998,3
michael hoeye,6,2.96,2.02,2002,1
mordecai richler,20,4.16,3.32,1991,1
pamela oldfield,6,3.5,3.99,1993,1
patricia springer,6,2.48,2.36,2001,1
patricia whitehead,3,0,0,1986,3
paula l. woods,6,1.89,4.01,2000,1
rae lawrence,5,0.45,0.65,1993,3
ralph mcinerny,14,4.63,4.04,2001,1
ralph w. cotton,11,0.09,0.3,1999,3
raymond buckland,16,4.14,3.56,1993,1
rita golden gelman,10,3.08,2.74,1992,1
robert harris,23,3.69,2.81,1996,1
roslynn griffith,3,0,0,1994,3
ryan ann hunter,4,0.5,1,1994,3
samantha berger,3,1.17,2.02,2000,3
sean stewart,13,2.07,1.81,1998,3
sheila pickles,3,5.83,5.2,1990,1
shelley hrdlitschka,3,3.33,5.77,2000,1
sidney kirkpatrick,5,1.3,1.99,1990,3
stefan beuse,3,4.93,1.92,2002,1
stephen potts,3,4.33,4.04,2000,1
stephen r donaldson,10,2.26,1.72,1981,3
stuart palmer,3,2.33,4.04,1990,1
susan edwards,9,2.59,1.87,1999,3
suzanne simmons,9,0.87,1.49,1997,3
takehiko inoue,8,8,2.51,2003,1
thich nhat hanh,28,3.1,3.21,1995,0
thomas hettche,4,1.33,2.05,1998,3
tina vasilos,8,1.56,2.71,1993,3
tricia springstubb,4,0,0,1989,3
velma wallis,11,4.68,2.89,1998,1
vicki grove,4,3.75,4.33,1996,1
victor ostrovsky,4,0.8,0.92,1992,3
willa cather,47,3.43,2.78,1990,0
yasmina reza,3,5.33,2.08,1999,1
alan epstein,4,7.48,1.08,1997,1
ann ashford,3,8.33,2.08,1996,1
anna murdoch,4,0,0,1990,3
arto paasilinna,17,3.75,2.56,1998,1
barbara ehrenreich,10,1.66,2.06,1994,3
beresford,3,7.83,2.25,1999,1
bernard mcginn,3,1.11,1.92,1997,3
bill givens,4,5.75,3.86,1994,1
bobby jaye allen,3,8.17,0.29,2002,1
bruce alexander,19,2.35,2.83,1999,1
bruce m. nash,4,0.63,1.25,1990,3
c. warren hollister,3,7.67,1.53,1996,1
celeste de blasis,8,1.56,1.64,1986,3
craig shaw gardner,18,1.39,1.64,1993,3
david adams leeming,3,4.44,3.91,1996,1
david s. neft,4,7,4.69,1991,1
dean devlin,8,1.28,1.48,1997,3
deborah felder,3,0,0,1998,3
dian curtis regan,14,1.82,2.84,1995,3
don coldsmith,36,3.8,2.9,1993,0
donald moffitt,4,3,3.83,1993,1
douglas c. waller,4,2.75,1.32,1999,3
douglas clegg,11,1.27,1.32,1997,3
dr. joe aldrich,3,2.33,4.04,1990,1
elane osborn,4,2.21,3.88,1997,1
elinor j. brecher,3,1.67,2.89,1994,3
emma lathen,23,2.08,2.59,1987,3
ezra jack keats,8,1.16,2.15,1983,3
flora speer,18,2.06,2.57,1996,3
francis king,9,2.89,2.89,1989,1
friedrich wilhelm nietzsche,17,2.75,3.38,1991,1
gary j. oliver,3,2.33,4.04,1997,1
george orwell,59,4.74,2.93,1987,0
giuseppe culicchia,4,3.5,4.36,1998,1
grace livingston hill,55,3.05,3.65,1989,0
hannah howell,25,2.19,1.85,1999,3
hilary mandleberg,3,0,0,2000,3
hilary mckay,5,2.7,2.64,1999,1
irene trimble,7,3.34,3.17,2001,1
jack curtis,9,0,0,1992,3
jack hoffenberg,3,0,0,1976,3
james raven,3,1.67,2.89,1994,3
janet perlman,3,1.5,2.6,1995,3
japan travel bureau,4,2.5,5,1987,1
jennifer archer,4,2.46,1.37,2001,3
joe famularo,3,3,5.2,1989,1
joe l. hensley,5,1.93,3.47,1993,1
john grant,9,6.89,4.08,1995,1
john ringo,9,5.23,3.45,2002,1
jon e. lewis,8,2.03,3.08,2000,1
jorge semprãºn,3,0,0,1985,3
judith hawkes,6,3.38,3.56,1995,1
judith kerr,12,3.44,4.08,1988,1
julie moffett,6,3.31,3.38,1998,1
k. p. yohannan,4,0,0,1994,3
karla schneider,3,3.33,5.77,1996,1
kathryn hockett,18,0.97,2.05,1995,3
katie roiphe,7,1.3,1.74,1998,3
kay nolte smith,3,2,3.46,1988,1
keri arthur,5,1.9,2.61,2003,3
lesley anne ivory,3,2.78,4.81,1993,1
lily burana,3,2.77,2.26,1999,1
lori wilde,9,2.93,3.09,2003,1
louis edwards,3,3.06,3.27,1997,1
lynn sherr,4,2.5,5,1997,1
m. neil browne,3,7,1,2000,1
margarita ruiz,3,3.67,3.21,2002,1
marie birkinshaw,3,0,0,2000,3
marie de jourlet,5,0.33,0.75,1981,3
marjorie sharmat,13,1.58,2.17,1992,3
martin connors,5,2.2,3.49,1996,1
martin john yate,12,3.81,3.83,1995,1
marvin kaye,9,1.89,3.39,1993,1
melissa davis,3,2.67,4.62,1988,1
michael carson,7,2.48,2.69,1992,3
mike wright,3,1.5,2.6,1999,3
montserrat del amo,3,5.33,4.73,1997,1
nasdijj,3,0,0,2002,3
nathanael west,6,2.26,3.49,1981,1
niqui stanhope,3,3.33,5.77,2002,1
patricia mclinn,19,1.12,1.89,1998,3
patrick hanks,5,3,4.47,1996,1
paul krassner,3,4.47,4.5,2001,1
peter mark roget,8,3.85,4.2,1984,1
peter reese doyle,6,3.33,2.58,1995,1
peter straub,54,2.44,2.6,1992,0
raine cantrell,4,0,0,1994,3
ralph blum,4,4.92,3.56,1989,1
rama velpuri,4,0,0,1998,3
richard platt,10,2.95,3.48,1997,1
richard schickel,3,5,5,1998,1
rob kantner,5,0.25,0.56,1990,3
robert stone,19,1.58,2.69,1992,3
ronald kelly,4,0,0,1997,3
s. v. date,6,2.74,3.66,2000,1
sam smith,4,4.04,3.32,1995,1
sarah mlynowski,4,2.39,0.83,2002,3
sarah toast,14,4,4.9,1995,1
simon callow,4,3,3.83,1998,1
stan cutler,5,1.25,1.32,1994,3
susan m. lark,4,3.5,4.12,1995,1
suzanne fisher staples,8,5.92,3.07,1996,1
tom defalco,3,2,3.46,2000,1
valerie j. freireich,3,5.42,2.74,1996,1
virginia andrews,5,2.37,3.56,1999,1
vivian stuart,5,6.6,0.89,1983,1
zora neale hurston,21,3.56,2.79,1991,1
alain debotton,3,4.44,4.07,2002,1
alexs d. pate,5,0.32,0.72,1999,3
ann mcpherson,3,5.89,1.02,1996,1
barbara grizzuti harrison,4,0.38,0.75,1994,3
barbara vine,30,3.18,2.13,1995,0
bay matthews,9,0.5,1.06,1990,3
belva plain,50,2.56,2.12,1994,0
berlitz publishing company,17,3.35,3.84,1990,1
bettina paterson,8,2.44,3.92,1994,1
blaine m. yorgason,6,3.1,3.98,1994,1
brock thoene,5,1.4,3.13,1994,3
c.s. friedman,5,1.89,1.51,1993,3
c.s. lewis,27,3.05,2.97,1988,0
campbell,3,0,0,1986,3
checkerbee publishing,6,2.79,3.75,2000,1
claude lanzmann,3,5.67,4.93,1990,1
diana gregory,3,2.74,2.15,1985,3
didier van cauwelaert,13,3.84,2.63,1999,1
e.e. \doc smith,4,1.5,3,1982,3
e.r. eddison,3,0,0,1988,3
edgar lee masters,4,3.29,2.28,1979,3
elie wiesel,36,3.62,3.54,1988,0
elizabeth a. lynn,15,1.91,2.75,1987,3
elizabeth barrett browning,7,5.87,3.29,1992,1
fasa corporation,4,9.5,0.58,1997,1
fred stenson,3,5.67,4.93,1995,1
george harrison,3,4,3.61,1992,1
hannah whitall smith,5,0,0,1992,3
irina ratushinskaia,3,3.17,2.75,1991,1
iris rainer dart,9,1.79,1.53,1992,3
james smith,3,1.78,1.68,1993,3
jane butel,4,4.5,4.8,1986,1
jerome lawrence,4,2.31,1.85,1986,3
john bryson,3,1.67,2.89,1988,3
john grisham,163,3.81,2.71,1998,2
john kennedy toole,11,3.27,1.79,1990,3
john montroll,3,0,0,1994,3
john r. levine,16,2.97,3.09,1997,1
john walsh,6,3.03,1.8,1999,3
joseph f. trimmer,4,6,4.32,1996,1
joyce tyldesley,9,1.94,2.92,1999,1
julie kaewert,8,2.23,2.14,1999,3
julie tetel,9,0.89,2.67,1993,3
karen van der zee,13,1.15,2.82,1989,3
larry niven,114,3.24,2.8,1990,0
lauren day,3,2.33,4.04,1999,1
linda ellerbee,7,2.02,2.54,1993,3
linda goodnight,6,0.61,1.04,2002,3
linda wisdom,5,0.92,1.46,1986,3
lisa appignanesi,8,2.89,3.56,1999,1
lizi boyd,3,0,0,1996,3
lloyd fezler,3,0,0,1984,3
lois richer,15,1.43,2.62,2001,3
marc hudgeons,5,3.7,5.09,1999,1
marian burros,5,5.5,3.64,1985,1
mary bringle,3,2,3.46,1985,1
mary mccarthy,14,3.21,3.2,1988,1
mary monica pulver,9,5.44,3.42,1991,1
melanie rawn,20,3.7,1.9,1995,1
michael h. hunt,3,6.67,2.89,1994,1
michael lee lanning,4,1.88,3.75,1993,1
michiro ueyama,13,10,0,2002,1
miguel mihura,3,2.67,4.62,1986,1
morton rhue,3,2.46,2.13,2001,3
nancy mckenzie,6,4.22,3.36,2000,1
neil albert,3,1.33,2.31,1996,3
oakley m. hall,4,2,4,1992,1
paule marshall,8,1.26,1.75,1992,3
raffaella barker,4,1.71,2.2,2002,3
raven grimassi,4,2.75,1.89,1999,3
richard brautigan,16,3.89,3.8,1983,1
richard deacon,5,3.07,4.13,1978,1
richard paul russo,5,2.16,2.12,2000,3
richard webster,12,1.75,2,1999,3
robert doherty,12,3.34,2.18,2000,1
ruth fishel,4,4.5,5.26,2001,1
seth godin,10,3.34,3.26,2000,1
sonia johnson,5,1.93,2.09,1988,3
stewart home,5,4.03,4.57,2000,1
suzann ledbetter,7,3.21,1.49,2002,3
teresa,6,2.64,4.1,1997,1
tom clark,4,1.92,2.41,1995,3
tom connor,3,2.67,4.62,1996,1
virginia vail,13,0.1,0.35,1989,3
william a. haviland,3,2.67,4.62,1997,1
zoe barnes,10,1.86,1.89,2001,3
adam smith,11,0.77,2.56,1980,3
adele griffin,7,1,2.65,1999,3
adriane g. berg,3,2.73,3.74,1993,1
alastair reynolds,12,3.9,3.45,2002,1
alex matthews,6,2.53,4.2,2000,1
andrew crumey,5,3.28,2.28,1999,1
ann cameron,5,1.8,4.02,1993,1
ann schweninger,4,2.96,2.11,1986,3
anna lee waldo,9,4.24,3.36,1998,1
anthony curtis,7,2.29,3.95,1995,1
anthony powell,11,4.91,4.49,1994,1
barbara ann kipfer,12,6.79,2.47,1999,1
berlie doherty,7,1,2.65,1995,3
beth gutcheon,14,2.61,2.06,1995,3
cecilia dart-thornton,5,5.13,2.68,2002,1
charles dickens,298,2.9,3.11,1991,2
charles sheffield,39,2.23,2.56,1995,0
claremont,3,2.67,4.62,1998,1
clifton fadiman,7,6.27,3.51,1991,1
cynthia heald,7,0.24,0.46,1994,3
dana shilling,4,1.75,3.5,1988,1
daniel clowes,6,4.79,3.06,2001,1
david c. smith,6,2.25,3.16,1983,3
david horowitz,3,0.83,1.44,1998,3
david lipsky,3,4.17,1.92,2001,1
david rains wallace,3,3.83,0.76,1991,3
debby slier,12,1.67,2.46,1989,3
denise robertson,5,0.5,1.12,1997,3
