author,qtd_livros,media_avaliacao
shelby yastrow,2,1.63
sheldon rampton,4,1.98
shelley smith,2,1.5
sherwood anderson,15,4.01
shirley harrison,6,2.8
stephen humphrey bogart,5,2.45
stephen p. barry,2,0.5
steve mason,2,2
steven mintz,2,0
susan bowden,9,1.44
susan hood,8,3.5
t. h. watkins,2,1
thomas m. reid,5,3.7
timothy mo,2,1
tina schwager,2,0
tom carhart,2,1
vivian neou,3,5.17
weight watchers,24,1.84
wendy etherington,3,1.17
william k. kilpatrick,2,0
william l coleman,2,0
william sarabande,12,0.97
william strunk jr.,4,4.17
wolfgang beinert,2,7.5
yvonne lehman,16,1.56
"alfred bertram, jr. guthrie",2,0
andrew fox,2,4.06
annette langen,3,6.33
arco,4,4
arlene alda,3,6
arnon grunberg,5,3.09
barbara ferry johnson,4,0.67
barbara mikulski,5,1
bill bailey,2,5.25
bill g. cox,5,1.61
bonnie pryor,6,1
bookthrift,2,2.5
bradley j. willcox,2,1.75
brenda jagger,2,0
brian bouldrey,5,1.6
candice poarch,4,0
carl r. rogers,2,0
carol anshaw,5,3.82
catherine mcmorrow,2,4.5
catherine temma davidson,2,0
charlotte prentiss,4,2.31
christopher d. hudson,5,4.33
christopher evans,2,0
christopher hobbs,3,7
christopher warwick,2,3.75
coleen hubbard,2,3
con coughlin,2,5
connie lane,8,4.46
courtney brown,4,3.29
craig thompson,2,5
d. h lawrence,5,0
d. scott rogo,2,0
dan elliott,7,3.2
dan fante,2,4.5
darian north,7,1.67
daryl f. gates,2,5.5
dave bowler,3,3
david baldacci,37,3.13
david packard,2,3.5
david wagner,2,2.39
denise foley,3,1.94
dennis deitz,2,4
diana paxson,4,1.75
diana wynne jones,82,4.69
don wismer,2,0
e. nesbit,23,3.25
editors of don't sweat press,3,1.03
edward regis,3,2.67
emma thompson,2,5.5
eric arnold,4,0
fodor's,49,3.1
frank e. peretti,18,3.2
franklynn peterson,2,5.5
fred reinfeld,6,3.67
g. torrente ballester,2,4.5
george dangerfield,2,5
george peper,2,3.5
george trobridge,2,4.25
gerald tomlinson,2,0
gillian freeman,3,4
gini alhadeff,3,0
greg laurie,9,2.88
hanneke van veen,2,0.17
j.p. miller,2,2.17
jack batten,2,2
jacques prevert,2,6.88
jacques steinberg,2,3.75
james galvin,2,4
james w. loewen,6,5.61
jane sigaloff,2,2.71
jane solmson,2,0
janet farrar,5,3.45
jeffry d. wert,4,3.75
jenifer wayne,2,0
jeremy campbell,2,0
jerry peek,3,3.17
jerry scott,5,6.26
john hope franklin,2,10
john maxwell hamilton,2,0
jon mundy,2,4.5
joyce mcgill,2,0.63
judith duncan,14,1.64
judith minthorn stacy,5,2.31
judith plaskow,3,2
judith van gieson,11,2.38
kamila shamsie,4,3.06
karen bentley,2,2.96
karen lee,3,4.25
karen templeton,14,1.6
karen white,4,2.2
kate mcmullan,17,2.6
kathleen yapp,2,0
katrin behrend,3,2.22
kenichi sonoda,5,5.2
kenneth l. barker,3,5.5
kenneth oppel,11,6.03
kirby jonas,2,4
kristen kemp,8,2.82
kurt cobain,4,5.25
kyriacos c. markides,2,0
leah furman,3,5
lee strasberg,2,5.5
lewis thomas,17,4.43
lois smith brady,2,3.5
loren l. coleman,9,6.33
loretta lynn,2,5.67
luanne jones,3,4
lucy irvine,4,3.17
lucy jo palladino,2,6
lyn calder,4,2.5
m. t. anderson,4,3.9
mari hanes,3,2.67
maria perry,2,5.75
marian engel,2,2
marion rosen,2,0.67
mark ward,2,6
marquis de sade,12,3.18
martha whitmore hickman,3,0.78
marva collins,2,7
marvin terban,5,0.5
merriam-webster,32,4.02
michael leunig,3,2.58
michael lowenthal,3,1.53
miyamoto musashi,7,4.71
molly kates,2,0.67
molly wigand,9,2.81
monique truong,2,1.43
niki anderson,2,3.15
owen whittaker,3,1.92
pam durban,2,5
patricia frances rowell,3,3.19
patricia marx,3,2.5
patrick mcginley,5,3.5
patrick wright,2,8
phyllis white,2,2.32
pierre michon,3,0.83
rob chilson,2,3
rob thomas,8,4.73
robert l. barker,7,1.99
roberta roesch,2,0
robin baker,3,2.33
robin macnaughton,3,2.25
rolf e. muuss,3,2.33
ruth birmingham,5,0.3
samuel langhorne clemens,2,5.08
satoshi kitamura,6,1.33
saul d. alinsky,3,2.67
sheila bishop,2,0
sherman alexie,14,4.37
stanisâ±aw lem,2,2.5
stuart d. briscoe,2,0
sue townsend,34,3.71
susan musgrave,4,5
t. dicks,3,4.67
t. michael clark,3,3.87
tara lipinski,2,3.75
teresa de calcuta madre,2,0
terry pluto,2,6
ulrich diekmeyer,2,0
veronica black,8,0.63
virginia kahl,2,0
wil mccarthy,8,3.88
william kurelek,2,10
william novak,2,2.83
zecharia sitchin,10,3.75
zoey dean,2,1.11
a.b. daniel,3,2
a.r.r.r. roberts,3,3.28
albert schweitzer,3,0
albert sewell,2,6.5
ann campbell,3,1.85
ann pilling,6,3
anness publishing,2,6.75
antero alli,2,5.25
arkadi strugatzki,3,1.67
barbara grunes,2,0
bella pollen,3,2.33
benito perez galdos,16,2.6
bob slosser,3,0
bodo kirchhoff,3,5.83
brandt aymar,3,1.5
brian livingston,3,2.33
carol orlock,2,0
charles harry whedbee,2,0
cher threinen-pendarvis,2,5
clive egleton,7,3.86
cousteau society,2,0
dale bick carlson,4,0.25
david dvorkin,7,2.8
david r. george iii,3,2.14
david wright,4,0.81
deborah wheeler,2,0
deloras scott,4,3
diana o'hehir,4,0
diane wilmer,2,0
disney book club,2,2
ditte bandini,2,2.5
dom deluise,5,6.1
douglas e. winter,10,2.24
e. fischel,2,0
eleanora tate,2,0
elizabeth engstrom,3,0
emily devenport,3,4
eric marcus,11,3.77
eric s. nylund,5,2.98
evelyn rogers,21,2.49
fran drescher,4,3.69
francie alexander,14,0.71
francois rabelais,2,3.67
george e. vaillant,2,4
gloria whelan,13,1.1
gopi krishna,2,5
gregory j. p. godek,9,5.13
heidi betts,6,3.41
heinrich steinfest,2,0
howard frank mosher,10,3.03
irini spanidou,3,2.33
j. robert janes,6,2.92
james allen,5,3.53
james siegel,3,5.94
jamie o'neill,4,2.59
janet gleeson,6,3.02
jean ure,13,3.73
jerry piasecki,2,0
jillian hunter,10,2.34
jillian lund,2,9
joe haldeman,33,2.65
john farris,27,1.46
john hall,3,3.67
john link,2,0
john pearson,7,3.71
john r. miller,2,0.93
john warriners,2,4
john waters,3,1.58
joseph mathieu,3,4.33
josie lloyd,6,2.92
josã© luis de vilallonga,3,2.5
julie  rach,3,4.17
kim camp,2,0
leo bruce,4,3
leonard solomon silk,2,0
linda harrel,2,0
lisl weil,3,0
lucy mead,4,5.75
lyn hamilton,12,4.15
lynn bulock,7,2.14
lynne tillman,3,2.83
maggie daniels,2,0
manuel ramos,2,0
manuela dunn-mascetti,7,4.52
martin c. brown,2,2.33
marty m. engle,8,4.48
marã­a antonia valls,2,0
matt cohen,3,2.33
michael jan friedman,52,2.48
mikkel aaland,3,4.67
mimi sheraton,2,2.5
mort rosenblum,3,2.67
nicole avril,3,0
noel m. tichy,3,2.83
o'neil denoux,2,2.5
patrick j. lynch,3,3.67
penelope mortimer,6,3.83
peter bowen,11,3.48
peter phillips,5,3.83
philippe jaenada,3,2.68
phyllis a. balch,2,3.17
pierre louys,7,4.14
rafik schami,11,3.35
richard a. knaak,16,1.49
richard conniff,2,5.67
richard melvin lucas,2,2.5
richard moll,2,2.5
richard moran,7,0.86
rick bundschuh,2,4
rikki ducornet,4,4.63
robert craig,2,0
robert greene,3,3.33
robin francis,5,0
robin williams,12,4.13
rochelle alers,14,3
ronald harwood,2,2.5
ronda thompson,8,2.72
sally miller gearhart,2,5.17
sanyika shakur,2,1.81
seicho matsumoto,2,5.67
sheila bosworth,2,1.67
sophy burnham,9,1.54
stella suberman,2,1.5
steve raymond,2,0
susan brownmiller,11,2.22
the editors of creative publishing international,4,6.13
thomas a. kempis,4,6
thomas thompson,9,1.15
tim schoch,3,2.5
timothy murphy,2,5
tom standage,4,2.17
trosclair,2,8.38
valerio massimo manfredi,14,3.46
vassily aksyonov,7,1.36
verna aardema,8,3.06
w. clement stone,2,0
wayne w. dyer,33,2.91
winifred gallagher,4,1.25
wood magazine,2,0
wynne may,4,0.5
william browning spencer,4,1.69
ada steward,4,0.21
alex flinn,5,2.22
aline templeton,2,3.5
andre breton,5,7
andrew lockie,2,4.25
ann victoria roberts,5,1.24
anton myrer,11,0.91
ashley gardner,2,4.15
austin clarke,6,7.61
barry bluestein,2,1.52
ben watt,2,2.5
blaise pascal,4,2.88
bob reiss,5,3.5
bob walker,2,7.9
bobby flay,2,6.5
carlos ruiz zafon,4,3.74
caroline leavitt,13,2.07
casey kellar,2,5
catherine gaskin,12,1.3
cathy g. thacker,6,2
cavanna,2,0
christine wicker,2,0.82
clifford d. simak,27,2.96
clint saxton,2,0
cora taylor,3,6.67
cressida cowell,2,1.5
damian harper,2,6
daniel wallace,7,3.99
dave pedneau,4,1.02
david langford,6,8.58
debbie ford,5,2.68
debbie travis,3,5
denise fleming,2,4
dennis mccarty,4,0.75
derek prime,2,0
diane dreher,7,4.5
donald c. johanson,2,2.25
donna carlisle,4,0
douglas kiker,2,1.25
edith layton,18,2.93
elizabeth atkins bowman,3,1.95
elizabeth forrest,5,2.28
elizabeth hathon,2,0
elliott o'donnell,4,1.25
emily french,4,0.69
enrique jardiel poncela,2,6.5
ephraim katz,2,6.17
eric v. copage,2,0
eva rice,3,2.67
frances hodgson burnett,78,3.43
francisco jimenez,3,7.79
"frank d., jr. mcsherry",2,2.33
frederick franck,4,2.42
garth williams,4,2.83
gary b. shelly,16,2.31
genevieve lyons,2,2
geoffrey s simmons,2,0
georg feuerstein,3,2.33
george major,2,0
gerard i. nierenberg,2,0
gilbert keith chesterton,3,5.27
harriot lane fox,2,4
heather harpham kopp,3,3.17
hermann,2,9
hoimar von ditfurth,2,8.5
hugh lunn,3,0.71
ian pattison,2,4
irving jensen,2,2.5
jack myers,3,1.5
jacqueline briskin,18,1.1
jacqueline susann,8,2.05
james a. vitti,2,0
janet bloss,2,1.75
janis hallowell,2,0.8
jean coates,2,3
jean-hugues malineau,2,8.5
jeanne boylan,2,3.38
jim unger,9,2.31
jo ann shirley,2,0
joan wilen,6,6
johann wolfgang goethe,2,3.5
john capotosto,2,3.5
john cornwell,8,3.5
john mcgahern,7,1.35
john sedgwick,4,1.21
jonathan dimbleby,2,0
jose luis sampedro,10,4.4
k. c. constantine,11,2.57
karen jones delk,2,0
kate huntington,7,3.62
keith brandt,9,2
keith d.  dickson,2,8.5
kelly lange,5,2.07
kenneth h. c lo,3,7
kenneth royce,3,0
kevin dockery,2,2.17
l. b. taylor,2,7.17
larry wilde,7,0.36
larson,5,1.2
lee zacharias,2,0
leslie lafoy,7,2.14
lilla zuckerman,2,3.5
liz ryan,2,3.5
lou marinoff,7,3.82
lynn joseph,2,1.5
mack bolan,3,0
malka marom,2,6.5
marc abrahams,2,6.43
marc gellman,3,0
margaret cheney,4,3.5
margot northey,2,0
margot peters,2,2.5
mark bernthal,6,1.08
mary c. jane,2,4.5
mary nash,2,1.17
mary tate engels,3,0
merrill joan gerber,3,0
michael kaufman,2,1.17
michael morrison,3,1.67
michael steinberg,2,0
michele jamal,2,4
miguel de unamuno,13,3.99
monica mody,2,0
monique wittig,3,6
monte farber,2,2.88
n.h. kleinbaum,4,1.15
nã©stor lujã¡n,4,3.5
oriah mountain dreamer,5,3.77
pascal mercier,2,0
pat barker,19,2.3
patrick tilley,3,3
paula paul,6,0.71
peter b. denes,2,0
peter ferdinand drucker,5,3.4
pierre pelot,8,0.88
rae beth,3,9
richard cole,2,3.75
richard murphy,3,4.67
richard taylor,4,6
robert benchley,3,0
robert fulghum,23,3.44
robert parry,2,4
robert wegner,2,0
robin jenkins,3,0
robyn supraner,11,1.74
ruth adams,2,0
rutledge etheridge,3,0.83
s. wise bauer,2,4.5
sheila greenwald,10,0.6
shirley frondorf,2,0.5
sigrid heuck,4,0
skye kathleen moody,5,6.77
sook nyul choi,2,2.25
stearn robinson,3,5.89
steve smith,4,4.67
steven womack,7,2.66
stevie daniels,2,5
susan lewis,3,0.42
susan macias,7,0.76
terry eagleton,4,0.25
terry wolverton,2,8.75
tim ward,3,1.78
unity hall,3,4.67
ursula hegi,20,3.17
valerie miner,3,1.56
virginia brown,11,1.33
walter lord,6,2.47
warren schultz,3,4.83
william r. corliss,2,9
winona sullivan,4,1.75
yannick murphy,2,0
yogananda,2,9.5
a.c. bhaktivedanta swami prabhupada,2,0
alafair burke,3,2.5
alan fredman,2,4
alan rich,3,0
alison anderson,2,3.17
amye rosenberg,14,2.1
andrew collins,6,2.08
andrew donkin,5,0.47
ann navarro,2,7.5
ann schlee,2,0
anna louise golden,5,0.64
anne lindbergh,5,0.33
anne matthews,3,3.83
antony sher,2,2.5
barnaby williams,2,0
benjamin cheever,4,3.25
brad smith,3,1
bret hinsch,2,9.5
carol drinkwater,5,1.9
caryl churchill,8,2.06
cay s. horstmann,3,5.33
celeste bradley,7,4.55
charles mcnair,2,0
charles santore,4,3.75
chin-ning chu,4,3.79
christine angot,2,0
clara wimberly,14,1.76
clinton machann,2,8.5
courtni wright,2,2.5
craig nelson,4,1.33
d. stuart briscoe,3,2
daniel l. magida,2,5.5
david benioff,3,3.04
david compton,5,5.24
david gamon,2,0
david r. anderson,2,2.5
david sinclair,2,0
deborah hutton,3,2
dennis william hauck,4,6.31
don cusic,2,2
dwight allen,2,0
e. richard churchill,6,0.67
edward karl wagner,2,1
edward r. tufte,4,1.15
edwin silberstang,3,3.67
elizabeth evans,5,2.3
erika dillman,4,3.25
eugene fitzmaurice,2,0
evan hunter,18,2.07
evelyn palfrey,3,4.33
frank l. baum,6,3.88
franã§oise sagan,4,2.5
frederic tuten,4,1.88
gardner r. dozois,9,2.55
george garrett,3,2.33
georgene lockwood,4,2.38
gerald j. schueler,2,5
goldsmith,3,3.33
gordon cotler,2,1
gunter grass,33,2.89
h. g. bissinger,3,2.93
h. r. haggard,2,0.33
harry stein,10,2.83
helen dickson,2,0
hugh gregory,2,7
indra sinha,6,3.75
irene n. watts,2,0
irving wallace,33,1.63
jack olsen,25,2.12
jack zipes,9,2.53
jackie collins,68,2.72
jacob ludwig carl grimm,4,7.42
james morrow,21,3.18
james. blish,2,1.25
jan kuitenbrouwer,2,1.94
jan siegel,9,3.5
jeanne bourin,6,2.67
jeff mariotte,10,1.88
jill shalvis,31,2.2
jim fusilli,6,5.92
joan d. chittister,2,0
joan oppenheimer,5,2
john billheimer,6,3.81
john e. barrett,4,0
john locke,13,3.13
jonathan miller,7,2.86
judith e. hughes,2,6.5
judith katz,2,0
katherine anne porter,4,1
keith bradsher,2,0
kiana davenport,7,3.6
kiki feroudi moutsatsos,3,0
lee smith,29,3.17
li-young lee,3,0.78
linda beatrice brown,2,0
lisa beamer,2,5.96
lynn philip hodgson,2,0
manuel castells,2,5.75
marguerite kelly,3,5.83
mark baker,9,1.15
mark lambert,3,1.67
mary anderson,8,0.63
mary kay andrews,5,2.7
mary kirchoff,9,4.26
mary loverde,2,2.5
matthew braun,13,0.08
mel white,4,2.75
michael kã?â¶hlmeier,7,2
mike ford,4,4.06
misty taggart,2,2.5
moses isegawa,2,2
natalie savage carlson,4,2.83
nawal el saadawi,3,4.31
neil simon,43,4.81
nichiren,2,10
nicholas rinaldi,3,2
nigel cawthorne,12,3.49
nigel mccrery,3,4.33
noel tyl,2,5
pamela beck,3,1
patricia mcallister,3,3.25
patricia strother,2,0
phoebe beinstein,2,4.5
rachel gibson,9,2.61
raymond montgomery,2,4
richard schwartz,3,3.33
robert adams,20,2.01
robin may,2,0
rock scully,2,1.5
rosie o'donnell,7,4.02
roy porter,5,0
sal severe ph.d.,2,0.83
samuel hofer,2,7.5
sara craven,36,0.76
sasha lord,2,8.5
sheila sturrock,2,6.5
sigrid damm,2,3.5
simon singh,8,3.19
stephen harrigan,4,5.59
stephen hunter,25,1.7
suzanne strempek shea,9,4.32
sylvia brownrigg,5,3.43
t.h. white,3,1.33
tahar ben jelloun,14,2.57
tara darling,2,0
theodore dreiser,21,2.38
thomas william simpson,10,1.6
tim lahaye,71,2.89
virginia haviland,4,2.5
vladimir solovyov,2,4
walter koenig,3,2.5
willard scott,7,2.19
william s. schaill,2,1.96
willow polson,3,0.78
jane mcintosh,3,1.67
abraham lincoln,8,5.42
acton figueroa,2,2.5
adam gopnik,2,2.59
adrian savage,2,2.5
aleksandar hemon,4,0.42
american automobile association,2,0
ana castillo,9,2.13
andreã?â¯ makine,3,2.67
anne cameron,17,3.93
anne marie duquette,13,1.7
arlene james,33,0.98
ben neihart,3,1.33
beverley naidoo,3,3.33
beverley nichols,4,5.44
bicycling magazine,2,2.5
bill fawcett,3,0.56
birgit fiolka,2,2
bob randall,5,2.1
bonnie bishop,2,4.75
brett silverstein,2,1.25
bruce chatwin,20,2.28
c.j. carella,3,8.17
caitlin r. kiernan,7,4.5
carolyn merchant,4,2.88
charles higson,6,2.75
chris gilson,2,3.85
chrissie wildwood,2,9
christian von ditfurth,3,6.5
christine gran,2,5.5
claire messud,5,1.53
claudia shear,2,1.56
cleo cordell,3,0
collectors publishing co,2,6.25
corson hirschfeld,5,2.43
courtney davis,4,7.13
dale hudson,2,1.73
david bergman,2,0.88
david cordingly,3,1.19
david marshall,3,0
don l. wulffson,3,1.33
donna comeaux zide,2,0
doug boyd,3,2.67
doug most,2,3.43
dr. wayne dyer,2,5
eddy shah,2,0
elizabeth r. wollheim,3,4.67
frances monson mccullough,2,4
franz-josef antwerpes,3,2
gary soto,24,2.06
george konrad,3,5
giles gordon,2,4
gillian chapman,3,5.67
gloria goldreich,9,2.19
greg tobin,4,0.5
harald schmidt,5,4.02
hunter morgan,2,0
j. countryman,3,1.67
jack l. chalker,61,2.29
james l. halperin,3,3.44
james lovelock,2,3.17
james tucker,3,0
jane fonda,6,3.25
janeen o'kerry,6,3.5
javan,4,9.06
jean rhys,17,3.01
jean-claude mã?â©ziã?â¨res,2,8
jeanette winterson,24,3.55
jeffrey kacirk,3,5
jeffrey lang,3,5.17
jenna mills,9,0.96
jill downie,3,2.33
joel garreau,2,6.2
john clarke,5,2.15
john walker,2,4
jonathan harlen,2,1.17
jordan cray,8,2.13
kate chopin,27,2.62
kathleen cunningham guler,2,9
kees van kooten,5,4.89
ken kesey,22,4.06
kirsten m. lagatree,3,2.28
laura kasischke,4,2.27
laurie lawlor,9,2.48
laurie loughlin,3,1.75
letty cottin pogrebin,5,2.6
lisa shea,2,1
lois henderson,6,0
lois wingerson,2,3.5
lolita files,2,0
louise bernikow,2,2.58
louise stoltzfus,3,2.22
maira kalman,5,7.25
marc spitz,2,5
marie browning,3,8.33
marita adair,2,8.5
mark cocker,2,0
mark connolly,2,0
mark vancil,3,4.33
marsha boulton,6,4.39
martin amis,39,2.91
mary williams,2,0
matt weinstein,2,8
michele slung,15,2.6
mindy schanback,2,0
naomi mcmillan,2,1.67
niki burnham,2,0
patricia preciado martin,2,5
paulette jiles,3,3.38
penny vincenzi,2,0.67
perry garfinkel,3,0
phyllis reynolds naylor,80,2.29
platon,7,2.29
r. f. delderfield,8,1.13
rebecca lang,2,2.25
renny darling,3,3.56
richard smitten,2,4.67
richard. hefter,2,0
riley morse,3,1.17
robert e. wall,5,0
robert j steelman,2,0
roberta jean bryant,2,0
robin hathaway,6,3.83
royall tyler,2,0
sarah weddington,2,0
shari l. thurer,2,5.25
sharon butala,7,2.88
sheila nickerson,4,3.5
sian tucker,2,0
stephen sawicki,2,9.5
steven barnes,12,3.33
sue peters,6,0.15
susan johnson,39,2.95
susan sloan,2,1.2
susan smith,4,0.88
suzanne lord,6,0.21
t. w. rolleston,3,7.33
t.d. jakes,3,0.87
tanya huff,25,3.9
terrence real,4,1.56
thad ziolkowski,2,3
tim powers,17,3.11
victor a. neufeldt,3,5
vincent murano,3,1.5
willa silbert cather,6,2.73
william b. sanders,3,0
william goldman,37,2.36
william j. federer,2,3.75
william jack sibley,2,2.88
william marvel,2,0
alecia swasy,3,1.78
allegra goodman,9,5.18
andes hruby,2,3.75
andrew ward,4,2.25
ann louise  gittleman,5,1.4
anne fine,27,1.85
antonio muã?â±oz molina,2,0
apsley cherry-garrard,2,5
"ashleigh, brilliant",2,0
b.j. daniels,9,1.26
barbara hazard,19,2.03
barbara newman,2,0
barbara nickolae,4,1.17
barbara randolph,2,0
bede griffiths,3,2.67
bernice kert,2,7.5
bill mazer,2,0
bill peet,13,1.96
brian haig,7,3.58
bruce s. feiler,4,0.59
bryan forbes,7,1.19
candace gingrich,2,4
caro fraser,7,0.57
carol felsenthal,2,0
carol wells,2,5
carola stern,3,3.67
carrie alexander,11,1.98
cathie linz,23,2.34
chretien de troyes,3,3
christine ricci,2,4.5
christopher robbins,3,1.17
christy brown,5,2.6
cynthia bass,3,1.67
daniel aaron,2,7
david e. scheim,3,3.83
david rosenberg,6,2.25
david s. bennahum,2,3.5
delia ephron,12,1.88
dennis swanberg,2,2.67
derek walcott,5,3.8
dinah maria mulock craik,3,3.33
dominique bona,2,8
don freeman,18,2.9
dorothy ann bernard,3,0
eberhard fechner,2,8.5
elisa morgan,8,4.62
elizabeth allen,2,2
elizabeth alves,2,5
elizabeth lenhard,10,0.9
emily couric,2,0
emily maxwell,2,4.75
emma church,2,0
ethan canin,13,3.93
gary larson,25,4.06
gertrude crampton,4,4.83
giles reed,6,0
glen grant,6,0.49
gloria nagy,3,0
gordon w. allport,2,6
graham joyce,15,2.19
graham thomas,5,1.74
gustavus hindman miller,6,3.4
gã¼nter wallraff,3,3.19
ha jin,11,3.36
hayden gabriel,2,2.25
helen macinnes,36,1.61
herbert marcuse,3,1.67
herodotus,8,3.89
ian whybrow,7,2.33
ivan cat,2,5.75
james barwick,2,0
james riordan,8,5.75
janet mcclellan,3,0
jeanette baker,10,1.99
jeanne schinto,2,0
jeff e. toghill,2,4.75
jennifer ackerman,2,2
jerry lawler,2,9.75
jim jubak,2,1.75
joan rivers,9,1.9
john b. lust,2,6.15
john j fried,2,0.6
jonathan marks,2,0
joseph sheridan le fanu,6,0.82
joseph von westphalen,8,2.29
kathleen eschenburg,2,5.73
kevin o'donnell,3,0
kirsty gunn,5,1.87
landolf scherzer,3,3.33
laura paquet,2,4
laurel winter,3,5.25
linda dominique grosvenor,2,9
luc sante,3,5.67
lynn reid banks,2,2.25
malcolm muggeridge,4,1.75
margaret millar,17,1.91
maria gripe,7,3
marilyn duckworth,2,3
mark cohen,6,7.47
martin greenberg,15,1.85
mary oliver,12,7.1
mary tyler moore,2,3.83
matthys levy,2,0
maureen mccoy,3,2.33
meredith ann pierce,12,4.07
michael eisner,2,2.5
michael s. kimmel,2,4
michael underwood,4,0
mick stevens,2,4.5
miller williams,2,3.5
nancy l. snyderman,2,1.5
natalie angier,5,2.38
neal stephenson,26,4.18
nell brien,2,1.07
nicole foster,4,1.98
norman davies,4,8
norman g. finkelstein,2,8.5
pamela pollack,4,0
patrick niemeyer,2,1.25
pauline campanelli,3,5.56
peter cameron,13,2.18
phoebe dunn,2,0
r. a. salvatore,58,3.46
r. c. johnson,2,1
r. j. stewart,2,2.5
r. m. youngson,2,1
rafael arozarena,2,1.25
ralph glasser,2,3.9
ramona stewart,2,0
richard d. mahoney,2,1.83
richard j. clifford,2,10
rick hautala,11,1.22
robert mccrum,4,2.88
ronald dunn,2,5
schulz,11,2.64
shaun hutson,29,2.87
shelagh canning,4,0.63
stephen edward seadler,3,8
stephen scott,4,4.75
susan squires,5,2.79
susie shellenberger,3,3.33
suzanne frank,12,2.2
tad crawford,2,3.5
tamara hovey,2,5.5
tami oldham ashcraft,2,4
tanja kinkel,11,4.34
teresa jordan,4,2.75
terry castle,2,1.75
thomas monteleone,2,0
tim f. flannery,2,1.33
tony alessandra,2,4
tracey porter,2,1.33
vincent ravalec,4,2.8
walker percy,30,3.48
william jaspersohn,4,0
william r. stanek,3,3.33
william sutcliffe,8,3.58
yozaburo kanari,2,9
a. c. bhaktivedanta swami prabhupada,20,2.01
aaron spelling,2,3.58
adrienne basso,8,1.06
ainsley harriott,6,8
akio morita,2,6.83
alan fisher,2,4
alexander trocchi,3,1.17
alexander wolff,3,0
andrew klavan,17,3.56
andy mayer,2,0
angus,3,0
ann justice,3,1.67
annabel murray,12,0
anthony huxley,2,0
anton adams,2,5
audrey ricker,2,1.63
barbara mark,2,4
beatrice bruteau,3,4.83
benjamin v. stuckrad-barre,2,4.63
bernice kanner,3,6.14
beverly harper,2,1.5
bill d. moyers,10,4.58
bill sloan,3,2.58
bob barkly,2,0
bob dylan,2,4
bobbie hinman,3,2.17
bonnie gardner,6,3.38
buddy foster,2,4.08
caeia march,2,1.17
carol lea  benjamin,4,6.17
cathal poirteir,2,0
charles jennings,4,2.67
cheryl j. franklin,5,3.2
chris rock,3,2.39
